,date,state,fips,cases,deaths
2351,2020-04-14,Montana,30,399,7
2352,2020-04-14,Nebraska,31,930,21
2353,2020-04-14,Nevada,32,3137,130
2354,2020-04-14,New Hampshire,33,1091,27
2355,2020-04-14,New Jersey,34,68824,2805
2356,2020-04-14,New Mexico,35,1407,36
2357,2020-04-14,New York,36,205375,14001
2358,2020-04-14,North Carolina,37,4992,116
2359,2020-04-14,North Dakota,38,341,9
2360,2020-04-14,Northern Mariana Islands,69,13,2
2361,2020-04-14,Ohio,39,7280,324
2362,2020-04-14,Oklahoma,40,2184,109
2363,2020-04-14,Oregon,41,1633,55
2364,2020-04-14,Pennsylvania,42,25591,746
2365,2020-04-14,Puerto Rico,72,923,45
2366,2020-04-14,Rhode Island,44,3251,80
2367,2020-04-14,South Carolina,45,3553,97
2368,2020-04-14,South Dakota,46,987,6
2369,2020-04-14,Tennessee,47,5654,123
2370,2020-04-14,Texas,48,15303,365
2371,2020-04-14,Utah,49,2420,19
2372,2020-04-14,Vermont,50,752,28
2373,2020-04-14,Virgin Islands,78,51,1
2374,2020-04-14,Virginia,51,6173,154
2375,2020-04-14,Washington,53,10711,552
2376,2020-04-14,West Virginia,54,697,10
2377,2020-04-14,Wisconsin,55,3555,172
2378,2020-04-14,Wyoming,56,373,1
2379,2020-04-15,Alabama,1,4241,123
2380,2020-04-15,Alaska,2,291,7
2381,2020-04-15,Arizona,4,3962,142
2382,2020-04-15,Arkansas,5,1599,34
2383,2020-04-15,California,6,27107,885
2384,2020-04-15,Colorado,8,8280,355
2385,2020-04-15,Connecticut,9,14755,868
2386,2020-04-15,Delaware,10,2014,46
2387,2020-04-15,District of Columbia,11,2197,72
2388,2020-04-15,Florida,12,22526,613
2389,2020-04-15,Georgia,13,14583,569
2390,2020-04-15,Guam,66,750,6
2391,2020-04-15,Hawaii,15,524,9
2392,2020-04-15,Idaho,16,1587,41
2393,2020-04-15,Illinois,17,24593,958
2394,2020-04-15,Indiana,18,9030,511
2395,2020-04-15,Iowa,19,1995,53
2396,2020-04-15,Kansas,20,1503,76
2397,2020-04-15,Kentucky,21,2295,124
2398,2020-04-15,Louisiana,22,21951,1103
2399,2020-04-15,Maine,23,770,24
2400,2020-04-15,Maryland,24,10096,413
2401,2020-04-15,Massachusetts,25,29918,1108
2402,2020-04-15,Michigan,26,27894,1920
2403,2020-04-15,Minnesota,27,1809,87
2404,2020-04-15,Mississippi,28,3360,122
2405,2020-04-15,Missouri,29,4895,164
2406,2020-04-15,Montana,30,404,7
2407,2020-04-15,Nebraska,31,994,22
2408,2020-04-15,Nevada,32,3212,137
2409,2020-04-15,New Hampshire,33,1139,32
2410,2020-04-15,New Jersey,34,71030,3156
2411,2020-04-15,New Mexico,35,1484,36
2412,2020-04-15,New York,36,217130,14937
2413,2020-04-15,North Carolina,37,5123,128
2414,2020-04-15,North Dakota,38,365,9
2415,2020-04-15,Northern Mariana Islands,69,13,2
2416,2020-04-15,Ohio,39,7791,361
2417,2020-04-15,Oklahoma,40,2263,123
2418,2020-04-15,Oregon,41,1663,58
2419,2020-04-15,Pennsylvania,42,26804,833
2420,2020-04-15,Puerto Rico,72,974,51
2421,2020-04-15,Rhode Island,44,3529,87
2422,2020-04-15,South Carolina,45,3656,107
2423,2020-04-15,South Dakota,46,1168,6
2424,2020-04-15,Tennessee,47,5864,135
2425,2020-04-15,Texas,48,16106,395
2426,2020-04-15,Utah,49,2549,20
2427,2020-04-15,Vermont,50,759,29
2428,2020-04-15,Virgin Islands,78,51,1
2429,2020-04-15,Virginia,51,6502,195
2430,2020-04-15,Washington,53,10806,572
2431,2020-04-15,West Virginia,54,725,12
2432,2020-04-15,Wisconsin,55,3721,184
2433,2020-04-15,Wyoming,56,392,2
2434,2020-04-16,Alabama,1,4404,137
2435,2020-04-16,Alaska,2,298,7
2436,2020-04-16,Arizona,4,4234,152
2437,2020-04-16,Arkansas,5,1620,37
2438,2020-04-16,California,6,28142,971
2439,2020-04-16,Colorado,8,8675,374
2440,2020-04-16,Connecticut,9,15884,971
2441,2020-04-16,Delaware,10,2075,52
2442,2020-04-16,District of Columbia,11,2350,81
2443,2020-04-16,Florida,12,23332,667
2444,2020-04-16,Georgia,13,15644,611
2445,2020-04-16,Guam,66,790,6
2446,2020-04-16,Hawaii,15,535,9
2447,2020-04-16,Idaho,16,1609,41
2448,2020-04-16,Illinois,17,25734,1081
2449,2020-04-16,Indiana,18,9619,554
2450,2020-04-16,Iowa,19,2141,60
2451,2020-04-16,Kansas,20,1595,80
2452,2020-04-16,Kentucky,21,2429,131
2453,2020-04-16,Louisiana,22,22532,1156
2454,2020-04-16,Maine,23,796,27
2455,2020-04-16,Maryland,24,10851,459
2456,2020-04-16,Massachusetts,25,32181,1245
2457,2020-04-16,Michigan,26,29120,2092
2458,2020-04-16,Minnesota,27,1912,94
2459,2020-04-16,Mississippi,28,3624,129
2460,2020-04-16,Missouri,29,5111,170
2461,2020-04-16,Montana,30,415,7
2462,2020-04-16,Nebraska,31,1094,24
2463,2020-04-16,Nevada,32,3321,142
2464,2020-04-16,New Hampshire,33,1211,34
2465,2020-04-16,New Jersey,34,75317,3518
2466,2020-04-16,New Mexico,35,1597,44
2467,2020-04-16,New York,36,225761,15669
2468,2020-04-16,North Carolina,37,5463,140
2469,2020-04-16,North Dakota,38,393,9
2470,2020-04-16,Northern Mariana Islands,69,13,2
2471,2020-04-16,Ohio,39,8414,389
2472,2020-04-16,Oklahoma,40,2357,131
2473,2020-04-16,Oregon,41,1736,64
2474,2020-04-16,Pennsylvania,42,28314,940
2475,2020-04-16,Puerto Rico,72,1043,56
2476,2020-04-16,Rhode Island,44,3838,105
2477,2020-04-16,South Carolina,45,3931,109
2478,2020-04-16,South Dakota,46,1311,7
2479,2020-04-16,Tennessee,47,6077,142
2480,2020-04-16,Texas,48,16928,428
2481,2020-04-16,Utah,49,2687,21
2482,2020-04-16,Vermont,50,768,34
2483,2020-04-16,Virgin Islands,78,51,2
2484,2020-04-16,Virginia,51,6891,208
2485,2020-04-16,Washington,53,11180,588
2486,2020-04-16,West Virginia,54,739,13
2487,2020-04-16,Wisconsin,55,3875,197
2488,2020-04-16,Wyoming,56,393,2
2489,2020-04-17,Alabama,1,4572,151
2490,2020-04-17,Alaska,2,307,7
2491,2020-04-17,Arizona,4,4507,174
2492,2020-04-17,Arkansas,5,1695,37
2493,2020-04-17,California,6,29398,1050
2494,2020-04-17,Colorado,8,9047,389
2495,2020-04-17,Connecticut,9,16809,1036
2496,2020-04-17,Delaware,10,2323,61
2497,2020-04-17,District of Columbia,11,2476,86
2498,2020-04-17,Florida,12,24745,725
2499,2020-04-17,Georgia,13,16658,661
2500,2020-04-17,Guam,66,796,6
2501,2020-04-17,Hawaii,15,547,9
2502,2020-04-17,Idaho,16,1655,43
2503,2020-04-17,Illinois,17,27575,1142
2504,2020-04-17,Indiana,18,10235,599
2505,2020-04-17,Iowa,19,2332,64
2506,2020-04-17,Kansas,20,1732,84
2507,2020-04-17,Kentucky,21,2522,140
2508,2020-04-17,Louisiana,22,23118,1213
2509,2020-04-17,Maine,23,827,29
2510,2020-04-17,Maryland,24,11641,494
2511,2020-04-17,Massachusetts,25,34402,1404
2512,2020-04-17,Michigan,26,29954,2227
2513,2020-04-17,Minnesota,27,2071,111
2514,2020-04-17,Mississippi,28,3793,140
2515,2020-04-17,Missouri,29,5283,184
2516,2020-04-17,Montana,30,422,8
2517,2020-04-17,Nebraska,31,1216,24
2518,2020-04-17,Nevada,32,3524,151
2519,2020-04-17,New Hampshire,33,1287,37
2520,2020-04-17,New Jersey,34,78467,3840
2521,2020-04-17,New Mexico,35,1711,51
2522,2020-04-17,New York,36,233293,16473
2523,2020-04-17,North Carolina,37,5859,159
2524,2020-04-17,North Dakota,38,439,9
2525,2020-04-17,Northern Mariana Islands,69,14,2
2526,2020-04-17,Ohio,39,9107,418
2527,2020-04-17,Oklahoma,40,2465,136
2528,2020-04-17,Oregon,41,1785,70
2529,2020-04-17,Pennsylvania,42,30121,1027
2530,2020-04-17,Puerto Rico,72,1068,58
2531,2020-04-17,Rhode Island,44,4177,118
2532,2020-04-17,South Carolina,45,4086,116
2533,2020-04-17,South Dakota,46,1411,7
2534,2020-04-17,Tennessee,47,6423,146
2535,2020-04-17,Texas,48,18131,461
2536,2020-04-17,Utah,49,2813,23
2537,2020-04-17,Vermont,50,779,34
2538,2020-04-17,Virgin Islands,78,53,3
2539,2020-04-17,Virginia,51,7492,238
2540,2020-04-17,Washington,53,11479,610
2541,2020-04-17,West Virginia,54,776,16
2542,2020-04-17,Wisconsin,55,4045,205
2543,2020-04-17,Wyoming,56,401,2
2544,2020-04-18,Alabama,1,4723,147
2545,2020-04-18,Alaska,2,312,7
2546,2020-04-18,Arizona,4,4719,181
2547,2020-04-18,Arkansas,5,1777,38
2548,2020-04-18,California,6,30829,1146
2549,2020-04-18,Colorado,8,9433,409
2550,2020-04-18,Connecticut,9,17550,1086
2551,2020-04-18,Delaware,10,2538,67
2552,2020-04-18,District of Columbia,11,2666,91
2553,2020-04-18,Florida,12,25484,747
2554,2020-04-18,Georgia,13,17014,670
2555,2020-04-18,Guam,66,805,6
2556,2020-04-18,Hawaii,15,568,9
2557,2020-04-18,Idaho,16,1668,44
2558,2020-04-18,Illinois,17,29160,1272
2559,2020-04-18,Indiana,18,10730,633
2560,2020-04-18,Iowa,19,2513,74
2561,2020-04-18,Kansas,20,1820,86
2562,2020-04-18,Kentucky,21,2707,145
2563,2020-04-18,Louisiana,22,23580,1267
2564,2020-04-18,Maine,23,847,32
2565,2020-04-18,Maryland,24,12379,534
2566,2020-04-18,Massachusetts,25,36372,1560
2567,2020-04-18,Michigan,26,30718,2307
2568,2020-04-18,Minnesota,27,2213,121
2569,2020-04-18,Mississippi,28,3974,152
2570,2020-04-18,Missouri,29,5517,194
2571,2020-04-18,Montana,30,426,10
2572,2020-04-18,Nebraska,31,1348,28
2573,2020-04-18,Nevada,32,3626,155
2574,2020-04-18,New Hampshire,33,1342,38
2575,2020-04-18,New Jersey,34,81420,4070
2576,2020-04-18,New Mexico,35,1798,53
2577,2020-04-18,New York,36,240542,17141
2578,2020-04-18,North Carolina,37,6140,175
2579,2020-04-18,North Dakota,38,528,9
2580,2020-04-18,Northern Mariana Islands,69,14,2
2581,2020-04-18,Ohio,39,10222,451
2582,2020-04-18,Oklahoma,40,2570,139
2583,2020-04-18,Oregon,41,1844,72
2584,2020-04-18,Pennsylvania,42,31742,1150
2585,2020-04-18,Puerto Rico,72,1118,60
2586,2020-04-18,Rhode Island,44,4491,137
2587,2020-04-18,South Carolina,45,4246,119
2588,2020-04-18,South Dakota,46,1541,7
2589,2020-04-18,Tennessee,47,6624,148
2590,2020-04-18,Texas,48,18927,487
2591,2020-04-18,Utah,49,2942,25
2592,2020-04-18,Vermont,50,803,36
2593,2020-04-18,Virgin Islands,78,53,3
2594,2020-04-18,Virginia,51,8053,258
2595,2020-04-18,Washington,53,11850,629
2596,2020-04-18,West Virginia,54,825,18
2597,2020-04-18,Wisconsin,55,4199,212
2598,2020-04-18,Wyoming,56,412,2
2599,2020-04-19,Alabama,1,4903,160
2600,2020-04-19,Alaska,2,317,7
2601,2020-04-19,Arizona,4,4929,188
2602,2020-04-19,Arkansas,5,1781,39
2603,2020-04-19,California,6,31544,1176
2604,2020-04-19,Colorado,8,9730,421
2605,2020-04-19,Connecticut,9,17962,1127
2606,2020-04-19,Delaware,10,2538,67
2607,2020-04-19,District of Columbia,11,2793,96
2608,2020-04-19,Florida,12,26306,773
2609,2020-04-19,Georgia,13,17619,682
2610,2020-04-19,Guam,66,808,6
2611,2020-04-19,Hawaii,15,574,10
2612,2020-04-19,Idaho,16,1672,45
2613,2020-04-19,Illinois,17,30357,1302
2614,2020-04-19,Indiana,18,11301,652
2615,2020-04-19,Iowa,19,2915,75
2616,2020-04-19,Kansas,20,1897,94
2617,2020-04-19,Kentucky,21,2960,149
2618,2020-04-19,Louisiana,22,23928,1296
2619,2020-04-19,Maine,23,867,34
2620,2020-04-19,Maryland,24,12892,548
2621,2020-04-19,Massachusetts,25,38077,1706
2622,2020-04-19,Michigan,26,31349,2389
2623,2020-04-19,Minnesota,27,2356,134
2624,2020-04-19,Mississippi,28,4274,159
2625,2020-04-19,Missouri,29,5667,196
2626,2020-04-19,Montana,30,433,10
2627,2020-04-19,Nebraska,31,1473,28
2628,2020-04-19,Nevada,32,3710,158
2629,2020-04-19,New Hampshire,33,1392,41
2630,2020-04-19,New Jersey,34,85301,4202
2631,2020-04-19,New Mexico,35,1845,55
2632,2020-04-19,New York,36,246741,17793
2633,2020-04-19,North Carolina,37,6493,183
2634,2020-04-19,North Dakota,38,585,10
2635,2020-04-19,Northern Mariana Islands,69,14,2
2636,2020-04-19,Ohio,39,11602,471
2637,2020-04-19,Oklahoma,40,2599,140
2638,2020-04-19,Oregon,41,1910,74
2639,2020-04-19,Pennsylvania,42,32992,1285
2640,2020-04-19,Puerto Rico,72,1213,41
2641,2020-04-19,Rhode Island,44,4706,150
2642,2020-04-19,South Carolina,45,4377,120
2643,2020-04-19,South Dakota,46,1635,7
2644,2020-04-19,Tennessee,47,6824,151
2645,2020-04-19,Texas,48,19441,503
2646,2020-04-19,Utah,49,3071,27
2647,2020-04-19,Vermont,50,812,36
2648,2020-04-19,Virgin Islands,78,53,3
2649,2020-04-19,Virginia,51,8536,277
2650,2020-04-19,Washington,53,11864,637
2651,2020-04-19,West Virginia,54,890,20
2652,2020-04-19,Wisconsin,55,4346,222
2653,2020-04-19,Wyoming,56,422,2
2654,2020-04-20,Alabama,1,5078,164
2655,2020-04-20,Alaska,2,319,7
2656,2020-04-20,Arizona,4,5064,191
2657,2020-04-20,Arkansas,5,1971,42
2658,2020-04-20,California,6,33862,1223
2659,2020-04-20,Colorado,8,10106,448
2660,2020-04-20,Connecticut,9,19815,1331
2661,2020-04-20,Delaware,10,2745,72
2662,2020-04-20,District of Columbia,11,2927,105
2663,2020-04-20,Florida,12,27050,822
2664,2020-04-20,Georgia,13,18447,767
2665,2020-04-20,Guam,66,811,6
2666,2020-04-20,Hawaii,15,578,10
2667,2020-04-20,Idaho,16,1736,48
2668,2020-04-20,Illinois,17,31508,1359
2669,2020-04-20,Indiana,18,11784,666
2670,2020-04-20,Iowa,19,3175,79
2671,2020-04-20,Kansas,20,2030,101
2672,2020-04-20,Kentucky,21,3050,155
2673,2020-04-20,Louisiana,22,24523,1328
2674,2020-04-20,Maine,23,875,35
2675,2020-04-20,Maryland,24,13750,582
2676,2020-04-20,Massachusetts,25,39643,1809
2677,2020-04-20,Michigan,26,31929,2466
2678,2020-04-20,Minnesota,27,2470,143
2679,2020-04-20,Mississippi,28,4512,169
2680,2020-04-20,Missouri,29,5807,201
2681,2020-04-20,Montana,30,433,12
2682,2020-04-20,Nebraska,31,1646,33
2683,2020-04-20,Nevada,32,3830,163
2684,2020-04-20,New Hampshire,33,1447,42
2685,2020-04-20,New Jersey,34,88806,4377
2686,2020-04-20,New Mexico,35,1971,58
2687,2020-04-20,New York,36,251608,18412
2688,2020-04-20,North Carolina,37,6764,187
2689,2020-04-20,North Dakota,38,627,13
2690,2020-04-20,Northern Mariana Islands,69,14,2
2691,2020-04-20,Ohio,39,12919,509
2692,2020-04-20,Oklahoma,40,2680,143
2693,2020-04-20,Oregon,41,1956,75
2694,2020-04-20,Pennsylvania,42,34005,1366
2695,2020-04-20,Puerto Rico,72,1252,42
2696,2020-04-20,Rhode Island,44,5090,155
2697,2020-04-20,South Carolina,45,4439,124
2698,2020-04-20,South Dakota,46,1685,7
2699,2020-04-20,Tennessee,47,6994,156
2700,2020-04-20,Texas,48,20035,523
2701,2020-04-20,Utah,49,3213,28
2702,2020-04-20,Vermont,50,816,37
2703,2020-04-20,Virgin Islands,78,54,3
2704,2020-04-20,Virginia,51,8989,300
2705,2020-04-20,Washington,53,12255,661
2706,2020-04-20,West Virginia,54,908,26
2707,2020-04-20,Wisconsin,55,4564,231
2708,2020-04-20,Wyoming,56,426,2
2709,2020-04-21,Alabama,1,5327,186
2710,2020-04-21,Alaska,2,327,7
2711,2020-04-21,Arizona,4,5251,213
2712,2020-04-21,Arkansas,5,2262,43
2713,2020-04-21,California,6,35844,1316
2714,2020-04-21,Colorado,8,10447,484
2715,2020-04-21,Connecticut,9,20360,1423
2716,2020-04-21,Delaware,10,2931,82
2717,2020-04-21,District of Columbia,11,3098,112
2718,2020-04-21,Florida,12,27861,866
2719,2020-04-21,Georgia,13,19189,810
2720,2020-04-21,Guam,66,852,6
2721,2020-04-21,Hawaii,15,580,12
2722,2020-04-21,Idaho,16,1766,51
2723,2020-04-21,Illinois,17,33059,1479
2724,2020-04-21,Indiana,18,12214,731
2725,2020-04-21,Iowa,19,3641,83
2726,2020-04-21,Kansas,20,2114,107
2727,2020-04-21,Kentucky,21,3193,172
2728,2020-04-21,Louisiana,22,24854,1405
2729,2020-04-21,Maine,23,888,36
2730,2020-04-21,Maryland,24,14261,652
2731,2020-04-21,Massachusetts,25,41199,1961
2732,2020-04-21,Michigan,26,32936,2698
2733,2020-04-21,Minnesota,27,2567,160
2734,2020-04-21,Mississippi,28,4716,183
2735,2020-04-21,Missouri,29,5941,221
2736,2020-04-21,Montana,30,437,12
2737,2020-04-21,Nebraska,31,1726,38
2738,2020-04-21,Nevada,32,3937,163
2739,2020-04-21,New Hampshire,33,1491,42
2740,2020-04-21,New Jersey,34,92387,4753
2741,2020-04-21,New Mexico,35,2072,65
2742,2020-04-21,New York,36,255932,19040
2743,2020-04-21,North Carolina,37,6951,217
2744,2020-04-21,North Dakota,38,644,13
2745,2020-04-21,Northern Mariana Islands,69,14,2
2746,2020-04-21,Ohio,39,13725,557
2747,2020-04-21,Oklahoma,40,2807,164
2748,2020-04-21,Oregon,41,2002,78
2749,2020-04-21,Pennsylvania,42,35384,1620
2750,2020-04-21,Puerto Rico,72,915,43
2751,2020-04-21,Rhode Island,44,5500,171
2752,2020-04-21,South Carolina,45,4608,135
2753,2020-04-21,South Dakota,46,1755,8
2754,2020-04-21,Tennessee,47,7317,159
2755,2020-04-21,Texas,48,20949,552
2756,2020-04-21,Utah,49,3301,32
2757,2020-04-21,Vermont,50,818,39
2758,2020-04-21,Virgin Islands,78,54,3
2759,2020-04-21,Virginia,51,9629,325
2760,2020-04-21,Washington,53,12410,683
2761,2020-04-21,West Virginia,54,929,26
2762,2020-04-21,Wisconsin,55,4691,243
2763,2020-04-21,Wyoming,56,442,6
2764,2020-04-22,Alabama,1,5610,201
2765,2020-04-22,Alaska,2,333,7
2766,2020-04-22,Arizona,4,5459,236
2767,2020-04-22,Arkansas,5,2392,44
2768,2020-04-22,California,6,37573,1425
2769,2020-04-22,Colorado,8,10878,526
2770,2020-04-22,Connecticut,9,22469,1544
2771,2020-04-22,Delaware,10,3200,89
2772,2020-04-22,District of Columbia,11,3206,127
2773,2020-04-22,Florida,12,28301,926
2774,2020-04-22,Georgia,13,20099,837
2775,2020-04-22,Guam,66,911,6
2776,2020-04-22,Hawaii,15,586,12
2777,2020-04-22,Idaho,16,1802,54
2778,2020-04-22,Illinois,17,35108,1577
2779,2020-04-22,Indiana,18,12575,764
2780,2020-04-22,Iowa,19,3764,90
2781,2020-04-22,Kansas,20,2291,111
2782,2020-04-22,Kentucky,21,3373,185
2783,2020-04-22,Louisiana,22,25317,1532
2784,2020-04-22,Maine,23,907,39
2785,2020-04-22,Maryland,24,14842,698
2786,2020-04-22,Massachusetts,25,42944,2182
2787,2020-04-22,Michigan,26,33973,2813
2788,2020-04-22,Minnesota,27,2721,179
2789,2020-04-22,Mississippi,28,4894,193
2790,2020-04-22,Missouri,29,6137,236
2791,2020-04-22,Montana,30,439,14
2792,2020-04-22,Nebraska,31,1826,42
2793,2020-04-22,Nevada,32,4081,187
2794,2020-04-22,New Hampshire,33,1588,48
2795,2020-04-22,New Jersey,34,95865,5063
2796,2020-04-22,New Mexico,35,2210,71
2797,2020-04-22,New York,36,261591,19647
2798,2020-04-22,North Carolina,37,7220,242
2799,2020-04-22,North Dakota,38,679,14
2800,2020-04-22,Northern Mariana Islands,69,14,2
2801,2020-04-22,Ohio,39,14117,610
2802,2020-04-22,Oklahoma,40,2894,169
2803,2020-04-22,Oregon,41,2059,78
2804,2020-04-22,Pennsylvania,42,36763,1720
2805,2020-04-22,Puerto Rico,72,915,46
2806,2020-04-22,Rhode Island,44,5841,181
2807,2020-04-22,South Carolina,45,4761,140
2808,2020-04-22,South Dakota,46,1858,9
2809,2020-04-22,Tennessee,47,7681,169
2810,2020-04-22,Texas,48,21769,571
2811,2020-04-22,Utah,49,3451,34
2812,2020-04-22,Vermont,50,823,39
2813,2020-04-22,Virgin Islands,78,54,3
2814,2020-04-22,Virginia,51,10265,349
2815,2020-04-22,Washington,53,12606,696
2816,2020-04-22,West Virginia,54,939,29
2817,2020-04-22,Wisconsin,55,4915,247
2818,2020-04-22,Wyoming,56,447,6
2819,2020-04-23,Alabama,1,5832,197
2820,2020-04-23,Alaska,2,335,7
2821,2020-04-23,Arizona,4,5769,257
2822,2020-04-23,Arkansas,5,2599,45
2823,2020-04-23,California,6,39534,1548
2824,2020-04-23,Colorado,8,11262,557
2825,2020-04-23,Connecticut,9,23100,1639
2826,2020-04-23,Delaware,10,3308,92
2827,2020-04-23,District of Columbia,11,3361,139
2828,2020-04-23,Florida,12,29640,986
2829,2020-04-23,Georgia,13,20905,871
2830,2020-04-23,Guam,66,979,6
2831,2020-04-23,Hawaii,15,590,12
2832,2020-04-23,Idaho,16,1836,54
2833,2020-04-23,Illinois,17,36935,1696
2834,2020-04-23,Indiana,18,13196,811
2835,2020-04-23,Iowa,19,3939,96
2836,2020-04-23,Kansas,20,2626,112
2837,2020-04-23,Kentucky,21,3548,194
2838,2020-04-23,Louisiana,22,25798,1599
2839,2020-04-23,Maine,23,937,44
2840,2020-04-23,Maryland,24,15805,748
2841,2020-04-23,Massachusetts,25,46023,2360
2842,2020-04-23,Michigan,26,35253,2977
2843,2020-04-23,Minnesota,27,2942,200
2844,2020-04-23,Mississippi,28,5153,201
2845,2020-04-23,Missouri,29,6321,248
2846,2020-04-23,Montana,30,442,14
2847,2020-04-23,Nebraska,31,2190,46
2848,2020-04-23,Nevada,32,4208,195
2849,2020-04-23,New Hampshire,33,1670,51
2850,2020-04-23,New Jersey,34,99989,5368
2851,2020-04-23,New Mexico,35,2379,78
2852,2020-04-23,New York,36,267932,20212
2853,2020-04-23,North Carolina,37,7608,253
2854,2020-04-23,North Dakota,38,709,15
2855,2020-04-23,Northern Mariana Islands,69,14,2
2856,2020-04-23,Ohio,39,14694,656
2857,2020-04-23,Oklahoma,40,3017,179
2858,2020-04-23,Oregon,41,2127,83
2859,2020-04-23,Pennsylvania,42,38334,1723
2860,2020-04-23,Puerto Rico,72,1230,69
2861,2020-04-23,Rhode Island,44,6256,189
2862,2020-04-23,South Carolina,45,4917,150
2863,2020-04-23,South Dakota,46,1956,9
2864,2020-04-23,Tennessee,47,8169,172
2865,2020-04-23,Texas,48,22706,601
2866,2020-04-23,Utah,49,3621,35
2867,2020-04-23,Vermont,50,825,42
2868,2020-04-23,Virgin Islands,78,54,3
2869,2020-04-23,Virginia,51,10999,375
2870,2020-04-23,Washington,53,12981,717
2871,2020-04-23,West Virginia,54,981,31
2872,2020-04-23,Wisconsin,55,5125,257
2873,2020-04-23,Wyoming,56,453,7
2874,2020-04-24,Alabama,1,6026,209
2875,2020-04-24,Alaska,2,337,7
2876,2020-04-24,Arizona,4,6045,268
2877,2020-04-24,Arkansas,5,2810,47
2878,2020-04-24,California,6,41368,1619
2879,2020-04-24,Colorado,8,12255,672
2880,2020-04-24,Connecticut,9,23921,1764
2881,2020-04-24,Delaware,10,3442,100
2882,2020-04-24,District of Columbia,11,3528,153
2883,2020-04-24,Florida,12,30525,1045
2884,2020-04-24,Georgia,13,21575,889
2885,2020-04-24,Guam,66,997,6
2886,2020-04-24,Hawaii,15,595,13
2887,2020-04-24,Idaho,16,1870,54
2888,2020-04-24,Illinois,17,39658,1804
2889,2020-04-24,Indiana,18,13848,851
2890,2020-04-24,Iowa,19,4459,107
2891,2020-04-24,Kansas,20,2842,117
2892,2020-04-24,Kentucky,21,3779,203
2893,2020-04-24,Louisiana,22,26199,1660
2894,2020-04-24,Maine,23,965,47
2895,2020-04-24,Maryland,24,16693,798
2896,2020-04-24,Massachusetts,25,50969,2556
2897,2020-04-24,Michigan,26,36628,3084
2898,2020-04-24,Minnesota,27,3185,221
2899,2020-04-24,Mississippi,28,5434,209
2900,2020-04-24,Missouri,29,6625,267
2901,2020-04-24,Montana,30,444,14
2902,2020-04-24,Nebraska,31,2474,50
2903,2020-04-24,Nevada,32,4398,203
2904,2020-04-24,New Hampshire,33,1720,53
2905,2020-04-24,New Jersey,34,102196,5617
2906,2020-04-24,New Mexico,35,2524,84
2907,2020-04-24,New York,36,276218,20759
2908,2020-04-24,North Carolina,37,8052,270
2909,2020-04-24,North Dakota,38,748,15
2910,2020-04-24,Northern Mariana Islands,69,14,2
2911,2020-04-24,Ohio,39,15169,690
2912,2020-04-24,Oklahoma,40,3120,188
2913,2020-04-24,Oregon,41,2177,86
2914,2020-04-24,Pennsylvania,42,40298,1786
2915,2020-04-24,Puerto Rico,72,1276,77
2916,2020-04-24,Rhode Island,44,6699,202
2917,2020-04-24,South Carolina,45,5070,157
2918,2020-04-24,South Dakota,46,2040,10
2919,2020-04-24,Tennessee,47,8618,172
2920,2020-04-24,Texas,48,23650,625
2921,2020-04-24,Utah,49,3782,39
2922,2020-04-24,Vermont,50,827,43
2923,2020-04-24,Virgin Islands,78,55,3
2924,2020-04-24,Virginia,51,11595,413
2925,2020-04-24,Washington,53,13197,731
2926,2020-04-24,West Virginia,54,1010,32
2927,2020-04-24,Wisconsin,55,5431,262
2928,2020-04-24,Wyoming,56,473,7
2929,2020-04-25,Alabama,1,6213,213
2930,2020-04-25,Alaska,2,337,7
2931,2020-04-25,Arizona,4,6280,275
2932,2020-04-25,Arkansas,5,2909,48
2933,2020-04-25,California,6,42590,1692
2934,2020-04-25,Colorado,8,12967,670
2935,2020-04-25,Connecticut,9,24582,1862
2936,2020-04-25,Delaware,10,3576,112
2937,2020-04-25,District of Columbia,11,3699,165
2938,2020-04-25,Florida,12,30831,1054
2939,2020-04-25,Georgia,13,22225,897
2940,2020-04-25,Guam,66,997,6
2941,2020-04-25,Hawaii,15,597,14
2942,2020-04-25,Idaho,16,1887,56
2943,2020-04-25,Illinois,17,41777,1884
2944,2020-04-25,Indiana,18,14567,897
2945,2020-04-25,Iowa,19,5109,112
2946,2020-04-25,Kansas,20,3091,119
2947,2020-04-25,Kentucky,21,3905,208
2948,2020-04-25,Louisiana,22,26571,1703
2949,2020-04-25,Maine,23,990,50
2950,2020-04-25,Maryland,24,17844,875
2951,2020-04-25,Massachusetts,25,53348,2730
2952,2020-04-25,Michigan,26,37302,3273
2953,2020-04-25,Minnesota,27,3446,244
2954,2020-04-25,Mississippi,28,5718,221
2955,2020-04-25,Missouri,29,6826,280
2956,2020-04-25,Montana,30,445,14
2957,2020-04-25,Nebraska,31,2898,52
2958,2020-04-25,Nevada,32,4539,206
2959,2020-04-25,New Hampshire,33,1793,60
2960,2020-04-25,New Jersey,34,105523,5863
2961,2020-04-25,New Mexico,35,2662,93
2962,2020-04-25,New York,36,286901,21326
2963,2020-04-25,North Carolina,37,8548,304
2964,2020-04-25,North Dakota,38,803,16
2965,2020-04-25,Northern Mariana Islands,69,14,2
2966,2020-04-25,Ohio,39,15587,711
2967,2020-04-25,Oklahoma,40,3193,194
2968,2020-04-25,Oregon,41,2253,87
2969,2020-04-25,Pennsylvania,42,41626,1842
2970,2020-04-25,Puerto Rico,72,1307,83
